10,88
10,89
11,36
11,2
11,72
11,74
11,63
12,35
12,76
12,88
12,42
12,65
12,41
12,32
12,28
11,9
12,2
12,39
12,42
12,4
12,36
12,45
12,27
11,79
12,19
12,1
12,1
12,05
12,48
12,72
13,08
13,55
13,17
13,47
13,25
13,74
13,83
13,58
13,54
13,99
13,69
13,75
13,38
13,75
13,37
13,31
13,44
13,45
13,11
12,76
12,95
12,61
13,26
13,27
12,88
12,89
13,05
12,77
12,62
13,15
13,04
13,16
13,0
13,67
13,56
13,53
13,68
13,51
13,9
13,81
13,8
14,19
14,62
14,44
14,62
14,4
14,22
14,23
14,6
14,21
14,07
13,7
13,91
14,18
13,98
13,96
14,89
15,06
15,06
14,7
