32,93
33,35
33,67
33,67
33,75
33,43
33,29
34,05
34,13
34,3
34,6
35,42
35,18
34,95
35,07
35,2
37,99
39,17
38,95
38,8
39,68
39,79
39,25
38,08
39,75
39,79
38,54
37,82
39,56
39,9
40,3
39,63
40,8
41,12
42,4
42,4
43,02
42,6
41,8
42,1
42,2
42,55
43,49
43,19
43,42
43,71
43,48
42,85
42,48
42,39
42,4
41,4
41,56
42,25
41,49
41,2
41,48
40,45
40,32
41,03
40,25
39,72
40,05
41,22
40,68
39,2
38,73
39,05
38,95
37,64
36,3
37,17
38,02
38,04
37,62
36,94
36,58
37,06
37,35
37,35
36,7
36,02
35,0
34,93
34,89
35,84
37,35
35,98
35,81
34,92
33,97
34,47
32,87
32,69
31,91
32,4
31,7
30,73
30,09
27,88
28,51
30,37
30,66
31,1
29,12
27,68
26,57
26,95
26,06
26,99
26,5
25,3
25,0
24,52
26,24
27,0
26,01
26,1
26,86
27,18
26,62
28,15
28,65
29,39
29,65
30,5
29,79
29,46
29,21
29,79
30,36
31,13
30,79
31,82
31,62
31,34
33,0
32,78
33,04
33,57
32,48
32,88
32,89
32,5
32,97
33,23
34,23
34,3
33,57
32,63
33,6
31,75
31,9
33,0
32,3
32,4
31,26
30,43
29,22
30,0
29,24
29,64
30,55
30,4
31,09
29,93
30,1
29,39
28,64
28,69
29,33
28,93
27,62
27,66
27,29
27,51
28,45
29,72
29,42
29,5
