32,93
33,35
33,67
33,67
33,75
33,43
33,29
34,05
34,13
34,3
34,6
35,42
35,18
34,95
35,07
35,2
37,99
39,17
38,95
38,8
39,68
39,79
39,25
38,08
39,75
39,79
38,54
37,82
39,56
39,9
40,3
39,63
40,8
41,12
42,4
42,4
43,02
42,6
41,8
42,1
42,2
42,55
43,49
43,19
43,42
43,71
43,48
42,85
42,48
42,39
42,4
41,4
41,56
42,25
41,49
41,2
41,48
40,45
40,32
41,03
40,25
39,72
40,05
41,22
40,68
39,2
38,73
39,05
38,95
37,64
36,3
37,17
38,02
38,04
37,62
36,94
36,58
37,06
37,35
37,35
36,7
36,02
35,0
34,93
34,89
35,84
37,35
35,98
35,81
34,92
