17,33
17,55
17,7
17,84
18,12
18,12
17,78
18,22
18,36
18,46
18,79
19,47
19,44
19,31
19,51
19,39
20,63
21,71
21,71
21,18
21,3
22,13
21,54
20,57
21,6
20,98
20,35
20,09
20,38
20,73
20,72
21,3
21,68
21,44
22,08
22,65
23,18
23,12
23,15
22,77
23,18
23,84
23,68
23,36
23,39
24,0
23,9
23,67
23,61
23,12
23,37
22,59
22,89
23,76
23,63
23,71
23,91
23,32
23,03
23,36
22,74
22,8
22,72
23,34
23,58
22,9
23,8
24,35
24,39
23,73
22,89
23,31
24,07
24,37
24,43
24,35
24,27
23,5
24,45
24,52
24,63
24,57
24,31
23,89
24,74
24,74
27,22
28,84
28,95
30,15
