17,33
17,55
17,7
17,84
18,12
18,12
17,78
18,22
18,36
18,46
18,79
19,47
19,44
19,31
19,51
19,39
20,63
21,71
21,71
21,18
21,3
22,13
21,54
20,57
21,6
20,98
20,35
20,09
20,38
20,73
20,72
21,3
21,68
21,44
22,08
22,65
23,18
23,12
23,15
22,77
23,18
23,84
23,68
23,36
23,39
24,0
23,9
23,67
23,61
23,12
23,37
22,59
22,89
23,76
23,63
23,71
23,91
23,32
23,03
23,36
22,74
22,8
22,72
23,34
23,58
22,9
23,8
24,35
24,39
23,73
22,89
23,31
24,07
24,37
24,43
24,35
24,27
23,5
24,45
24,52
24,63
24,57
24,31
23,89
24,74
24,74
27,22
28,84
28,95
30,15
30,91
31,63
30,21
30,15
29,14
28,42
27,15
23,2
23,03
19,79
22,24
22,19
18,88
19,98
19,38
19,27
18,92
18,0
18,39
18,24
17,99
17,98
17,8
17,21
17,85
18,58
17,65
17,76
18,09
18,52
19,02
18,91
19,42
19,68
19,75
20,71
20,09
20,22
20,19
20,02
20,6
20,58
20,38
21,06
20,65
20,89
21,42
21,52
21,9
22,18
21,62
22,1
22,06
21,94
22,07
22,44
23,22
23,3
23,21
22,74
22,76
22,16
22,4
22,26
21,38
21,29
20,95
21,0
20,65
21,26
20,97
21,09
21,45
21,24
22,17
21,68
22,08
21,75
21,52
21,73
21,92
22,2
21,58
22,16
21,85
22,0
22,47
23,28
23,15
22,99
