42,864533094414625
42,683520387198996
42,673315764116985
44,42885983404203
44,37584855385064
45,45773431210442
44,877143515727035
43,88837778335598
45,8450868767593
45,05996987844129
44,19655903313963
46,10412355955468
45,13077195101116
45,1726084670586
45,10226423436948
44,231718636188056
45,261268853602814
43,937428686828845
44,98270369858595
44,90224668709872
44,542250488653345
44,23044716253526
44,978402887516765
46,00742230977035
44,98774924859612
45,060021354048374
45,153380283031694
44,149016857301035
45,432409927883405
45,08078355048058
44,62053442980769
44,4453038669282
44,80889284043505
44,10529853833664
45,51635936303953
44,43161734341552
44,19918937464619
44,84867255768985
44,451272240250425
44,923518486781944
44,92798955338845
44,884298166273375
44,52415684949408
44,48229154016054
45,55400300169006
43,88505504690057
45,67115335301898
44,77888745473313
44,991274610936706
44,27884777908589
43,91459137729579
44,0276903720441
44,95842000603756
45,00404079882456
44,38645795535191
45,22740230042824
45,0550465461686
43,968447390696774
44,33417484786494
45,50690396113253
44,46690572803942
44,094240833305776
45,09501813364961
45,1021779597961
45,145128634246866
44,804475099557216
44,123898712360045
44,70694464310469
44,59703429804395
44,10717755828279
43,828195889592116
45,53570867600018
44,984755532969224
44,356411677394675
45,261051067914
45,08023777181256
44,15451253115265
45,18556256021899
44,92065207493935
45,529083998696805
44,61739435671096
43,94425173770035
45,60919518266197
43,99863462160064
43,81548521241581
44,72128268665846
44,196792106058
43,85444111453808
44,72841921916119
44,506970277688964
43,840814468247316
44,650643165041636
44,06824925750791
45,231496855373955
44,759673307192685
44,72044671019004
44,326953164862736
44,587368856663616
45,61295484890399
45,088846094364015
43,91513135255073
45,11359597083701
45,35360379031306
44,8629399132983
45,096116977010496
45,36153413610947
44,075878619348366
44,4653797360025
45,22001845162215
44,2817636373447
44,68010213663272
43,93777141332408
44,352887836122804
45,05450892684805
45,23876509594678
43,99526480222649
45,725380118455305
44,437685800683695
45,277110683765855
45,05584310232069
45,60712892658762
44,44884913457546
45,251090180990516
44,5700071823821
44,72052008269603
45,74226268404976
44,04236238266367
45,21672960278713
45,10394306638337
44,51711313259383
43,896058383778715
45,134844144609445
44,236168052081396
44,73963785248013
45,46224101157936
44,157628489676725
43,88899786697692
44,22829512980475
44,96820104811001
45,24995683558483
43,975868119820596
45,21382873094719
44,432405253854
45,268107953688435
43,968696387617605
45,03252632745602
44,74580178797528
44,438398753639774
44,32645188994863
44,09763064444748
44,283309600653034
45,65466172322686
44,26672577398615
44,67895354420434
45,440521363797856
44,792560560304416
45,15905771661202
44,45359066566768
45,353482781579956
43,89731857560093
45,57226020320958
43,9688279557452
45,14529627372909
44,829776010982464
44,47960912266818
45,44969137122417
44,59133901592911
44,74399635236136
44,20911499598905
44,84491406147457
43,85707101642345
44,18042826156772
44,024240078294746
44,50270001573738
44,16318672793321
45,15580449786864
44,51459345529554
44,33929625357384
45,0056754017592
44,50959676521164
