41,4
40,2
40,64
40,74
41,17
41,06
40,54
42,17
41,79
41,5
42,15
42,42
42,42
41,08
41,49
42,25
44,0
43,5
43,5
43,49
43,55
44,0
44,1
44,8
46,23
45,61
44,75
45,11
45,89
46,0
44,53
44,37
44,01
43,28
43,06
43,45
43,09
42,4
42,12
42,79
42,8
43,98
43,9
44,0
44,52
45,4
43,35
42,89
42,93
42,64
42,44
42,2
41,59
41,82
41,6
41,58
42,15
43,24
42,8
44,2
45,0
44,82
45,45
45,4
45,5
45,49
46,25
46,0
45,22
44,13
44,05
44,91
45,0
44,95
43,75
43,98
43,84
42,45
43,8
44,13
44,1
44,34
42,63
42,55
41,91
42,4
42,81
42,78
42,72
42,0
42,15
42,5
41,91
41,29
41,16
41,4
40,83
41,85
41,7
40,58
40,4
41,49
41,5
41,1
40,56
41,2
41,53
41,4
41,3
41,07
41,21
41,82
41,68
41,74
42,47
42,6
41,08
41,36
41,8
41,4
41,31
41,36
42,19
41,3
41,35
41,63
41,3
40,04
41,2
41,0
40,9
40,73
40,9
41,65
40,7
40,53
40,64
39,8
40,2
39,85
38,8
38,95
37,93
37,58
38,25
38,23
37,97
38,93
37,73
37,4
37,68
36,91
37,58
37,71
37,42
36,91
36,42
36,38
36,19
36,1
36,4
37,07
36,44
36,21
36,49
36,45
36,6
36,81
36,7
36,66
38,19
38,52
37,79
37,73
37,09
37,5
37,67
36,85
36,4
36,61
